"Statistic Label","County","Sex","CensusYear","UNIT","VALUE"
"Population at Each Census 1841 to 2016","Donegal","Female","1971","Number","52920"
"Population at Each Census 1841 to 2016","Donegal","Female","1979","Number","59312"
"Population at Each Census 1841 to 2016","Donegal","Female","1981","Number","61150"
"Population at Each Census 1841 to 2016","Donegal","Female","1986","Number","63758"
"Population at Each Census 1841 to 2016","Donegal","Female","1991","Number","63300"
"Population at Each Census 1841 to 2016","Donegal","Female","1996","Number","64474"
"Population at Each Census 1841 to 2016","Donegal","Female","2002","Number","68559"
"Population at Each Census 1841 to 2016","Donegal","Female","2006","Number","73294"
"Population at Each Census 1841 to 2016","Donegal","Female","2011","Number","80614"
"Population at Each Census 1841 to 2016","Donegal","Female","2016","Number","80170"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1841","Number","200442"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1851","Number","141823"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1861","Number","126482"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1871","Number","114969"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1881","Number","102748"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1891","Number","86206"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1901","Number","74611"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1911","Number","71455"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1926","Number","65131"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1936","Number","61289"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1946","Number","57215"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1951","Number","55345"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1956","Number","52064"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1961","Number","47088"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1966","Number","45732"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1971","Number","46242"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1979","Number","50376"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1981","Number","51192"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1986","Number","52379"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1991","Number","51293"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","1996","Number","51313"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","2002","Number","52593"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","2006","Number","55997"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","2011","Number","60483"
"Population at Each Census 1841 to 2016","Monaghan","Both sexes","2016","Number","61386"
"Population at Each Census 1841 to 2016","Monaghan","Male","1841","Number","98071"
"Population at Each Census 1841 to 2016","Monaghan","Male","1851","Number","68827"
"Population at Each Census 1841 to 2016","Monaghan","Male","1861","Number","61942"
"Population at Each Census 1841 to 2016","Monaghan","Male","1871","Number","55961"
"Population at Each Census 1841 to 2016","Monaghan","Male","1881","Number","50077"
"Population at Each Census 1841 to 2016","Monaghan","Male","1891","Number","42727"
"Population at Each Census 1841 to 2016","Monaghan","Male","1901","Number","37108"
"Population at Each Census 1841 to 2016","Monaghan","Male","1911","Number","35953"
"Population at Each Census 1841 to 2016","Monaghan","Male","1926","Number","33258"
"Population at Each Census 1841 to 2016","Monaghan","Male","1936","Number","31994"
"Population at Each Census 1841 to 2016","Monaghan","Male","1946","Number","30013"
"Population at Each Census 1841 to 2016","Monaghan","Male","1951","Number","29118"
"Population at Each Census 1841 to 2016","Monaghan","Male","1956","Number","27294"
"Population at Each Census 1841 to 2016","Monaghan","Male","1961","Number","24588"
"Population at Each Census 1841 to 2016","Monaghan","Male","1966","Number","23910"
"Population at Each Census 1841 to 2016","Monaghan","Male","1971","Number","24092"
"Population at Each Census 1841 to 2016","Monaghan","Male","1979","Number","26245"
"Population at Each Census 1841 to 2016","Monaghan","Male","1981","Number","26679"
"Population at Each Census 1841 to 2016","Monaghan","Male","1986","Number","27044"
"Population at Each Census 1841 to 2016","Monaghan","Male","1991","Number","26212"
"Population at Each Census 1841 to 2016","Monaghan","Male","1996","Number","26158"
"Population at Each Census 1841 to 2016","Monaghan","Male","2002","Number","26806"
"Population at Each Census 1841 to 2016","Monaghan","Male","2006","Number","28583"
"Population at Each Census 1841 to 2016","Monaghan","Male","2011","Number","30441"
"Population at Each Census 1841 to 2016","Monaghan","Male","2016","Number","30866"
"Population at Each Census 1841 to 2016","Monaghan","Female","1841","Number","102371"
"Population at Each Census 1841 to 2016","Monaghan","Female","1851","Number","72996"
"Population at Each Census 1841 to 2016","Monaghan","Female","1861","Number","64540"
"Population at Each Census 1841 to 2016","Monaghan","Female","1871","Number","59008"
"Population at Each Census 1841 to 2016","Monaghan","Female","1881","Number","52671"
"Population at Each Census 1841 to 2016","Monaghan","Female","1891","Number","43479"
"Population at Each Census 1841 to 2016","Monaghan","Female","1901","Number","37503"
"Population at Each Census 1841 to 2016","Monaghan","Female","1911","Number","35502"
"Population at Each Census 1841 to 2016","Monaghan","Female","1926","Number","31873"
"Population at Each Census 1841 to 2016","Monaghan","Female","1936","Number","29295"
"Population at Each Census 1841 to 2016","Monaghan","Female","1946","Number","27202"
"Population at Each Census 1841 to 2016","Monaghan","Female","1951","Number","26227"
"Population at Each Census 1841 to 2016","Monaghan","Female","1956","Number","24770"
"Population at Each Census 1841 to 2016","Monaghan","Female","1961","Number","22500"
"Population at Each Census 1841 to 2016","Monaghan","Female","1966","Number","21822"
"Population at Each Census 1841 to 2016","Monaghan","Female","1971","Number","22150"
"Population at Each Census 1841 to 2016","Monaghan","Female","1979","Number","24131"
"Population at Each Census 1841 to 2016","Monaghan","Female","1981","Number","24513"
"Population at Each Census 1841 to 2016","Monaghan","Female","1986","Number","25335"
"Population at Each Census 1841 to 2016","Monaghan","Female","1991","Number","25081"
"Population at Each Census 1841 to 2016","Monaghan","Female","1996","Number","25155"
"Population at Each Census 1841 to 2016","Monaghan","Female","2002","Number","25787"
"Population at Each Census 1841 to 2016","Monaghan","Female","2006","Number","27414"
"Population at Each Census 1841 to 2016","Monaghan","Female","2011","Number","30042"
"Population at Each Census 1841 to 2016","Monaghan","Female","2016","Number","30520"
